time_in,time_out,side,tag,entry,sl,tp,exit,lots,pnl,r,reason,mae_r,equity_after
2012-11-26 10:45:00,2012-11-26 15:15:00,SELL,SweepEQH,1747.78,1752.18,1731.6,1752.18,0.2,-89.44,-1.016,SL,1.0,8843.33
2012-11-28 13:00:00,2012-11-28 15:15:00,SELL,SweepEQH,1738.25,1742.48,1726.23,1726.23,0.21,250.95,2.825,TP,0.53,9094.28
2012-11-30 13:15:00,2012-11-30 15:00:00,BUY,SweepEQL,1730.63,1727.01,1740.49,1727.01,0.25,-92.25,-1.019,SL,1.42,9002.03
2012-12-07 16:15:00,2012-12-14 21:15:00,BUY,SweepEQL,1702.36,1682.86,1774.82,1696.45,0.05,-29.9,-0.307,time_stop,0.67,8972.13
2012-12-27 17:30:00,2013-01-04 02:15:00,BUY,SweepEQL,1660.2,1651.71,1703.07,1651.71,0.11,-94.16,-1.008,SL,1.04,8877.97
2013-01-15 20:45:00,2013-01-17 17:00:00,SELL,SweepEQH,1681.23,1685.58,1666.16,1685.58,0.2,-88.5,-1.016,SL,1.41,8789.48
2013-01-21 11:45:00,2013-01-22 04:00:00,SELL,SweepEQH,1687.32,1691.53,1666.16,1691.53,0.21,-89.93,-1.017,SL,1.17,8699.55
2013-01-22 22:00:00,2013-01-24 16:45:00,SELL,SweepEQH,1692.43,1696.36,1666.16,1666.16,0.22,576.4,6.67,TP,0.64,9275.95
2013-01-28 14:30:00,2013-01-28 15:30:00,BUY,SweepEQL,1656.62,1652.98,1668.86,1652.98,0.25,-92.72,-1.019,SL,1.3,9183.23
2013-01-31 22:30:00,2013-02-05 15:45:00,BUY,SweepEQL,1663.76,1657.3,1683.74,1683.74,0.14,278.74,3.082,TP,0.61,9461.97
2013-02-05 19:45:00,2013-02-07 16:15:00,BUY,SweepEQL,1673.12,1665.75,1694.94,1665.75,0.13,-96.67,-1.01,SL,1.22,9365.3
2013-02-15 08:30:00,2013-02-15 10:30:00,BUY,SweepEQL,1633.9,1631.41,1643.15,1631.41,0.38,-97.17,-1.028,SL,1.71,9268.13
2013-02-18 19:30:00,2013-02-19 16:45:00,BUY,SweepEQL,1610.1,1606.6,1628.76,1606.6,0.26,-92.83,-1.02,SL,1.03,9175.3
2013-03-01 15:00:00,2013-03-08 15:30:00,BUY,SweepEQL,1573.75,1564.03,1603.01,1564.03,0.09,-88.14,-1.007,SL,1.27,9087.16
2013-03-12 02:30:00,2013-03-12 04:30:00,SELL,SweepEQH,1580.6,1582.61,1575.5,1582.61,0.45,-93.47,-1.035,SL,1.6,8993.68
2013-03-14 15:30:00,2013-03-22 02:15:00,BUY,SweepEQL,1585.62,1575.44,1620.1,1614.89,0.09,262.8,2.868,time_stop,0.23,9256.48
2013-04-09 04:00:00,2013-04-10 17:30:00,BUY,SweepEQL,1574.65,1570.09,1597.65,1570.09,0.2,-92.6,-1.015,SL,1.36,9163.88
2013-04-11 04:15:00,2013-04-12 12:00:00,BUY,SweepEQL,1558.72,1552.83,1580.04,1552.83,0.16,-95.37,-1.012,SL,1.91,9068.51
2013-04-24 15:15:00,2013-04-25 20:00:00,BUY,SweepEQL,1426.67,1418.32,1459.21,1459.21,0.11,357.17,3.888,TP,0.65,9425.68
2013-05-07 19:00:00,2013-05-10 14:00:00,BUY,SweepEQL,1452.26,1440.26,1488.08,1440.26,0.08,-96.53,-1.006,SL,1.68,9329.15
2013-05-22 09:45:00,2013-05-22 17:45:00,BUY,SweepEQL,1387.7,1374.79,1427.15,1374.79,0.07,-90.84,-1.005,SL,1.61,9238.31
2013-05-30 01:15:00,2013-05-30 04:45:00,SELL,SweepEQH,1391.43,1395.82,1379.32,1395.82,0.21,-93.6,-1.016,SL,1.51,9144.7
2013-06-03 10:15:00,2013-06-03 10:45:00,SELL,SweepEQH,1392.26,1399.01,1356.61,1399.01,0.14,-95.42,-1.01,SL,1.01,9049.28
2013-06-05 20:00:00,2013-06-06 18:45:00,SELL,SweepEQH,1399.91,1411.58,1356.61,1411.58,0.08,-93.89,-1.006,SL,1.25,8955.39
2013-06-10 18:15:00,2013-06-11 10:30:00,BUY,SweepEQL,1386.97,1374.77,1423.89,1374.77,0.07,-85.89,-1.006,SL,1.22,8869.5
2013-06-24 15:45:00,2013-06-24 19:15:00,BUY,SweepEQL,1289.95,1278.16,1345.61,1278.16,0.08,-94.87,-1.006,SL,1.08,8774.63
2013-06-27 01:30:00,2013-06-27 20:00:00,BUY,SweepEQL,1228.2,1220.67,1254.89,1220.67,0.12,-91.18,-1.009,SL,1.37,8683.45
2013-07-03 09:45:00,2013-07-03 10:00:00,BUY,SweepEQL,1247.28,1242.51,1260.66,1242.51,0.18,-87.06,-1.015,SL,2.06,8596.39
2013-07-03 21:15:00,2013-07-04 14:45:00,BUY,SweepEQL,1254.05,1246.47,1277.97,1246.47,0.11,-84.12,-1.009,SL,1.07,8512.27
2013-07-04 16:45:00,2013-07-05 04:30:00,BUY,SweepEQL,1251.98,1244.14,1277.97,1244.14,0.11,-87.02,-1.009,SL,1.24,8425.25
