time_in,time_out,side,tag,entry,sl,tp,exit,lots,pnl,r,reason,mae_r,equity_after
2007-10-23 08:45:00,2007-10-24 21:00:00,SELL,OB-CHoCH,755.5,762.71,726.3,762.71,0.13,-94.65,-1.01,SL,1.05,9354.93
2007-10-31 19:15:00,2007-10-31 19:45:00,SELL,OB-CHoCH,787.8,793.91,768.5,793.91,0.15,-92.66,-1.011,SL,1.51,9262.27
2007-11-14 20:15:00,2007-11-15 11:00:00,BUY,FVG-POI,814.8,805.37,845.4,805.37,0.1,-95.02,-1.007,SL,1.01,9167.25
2007-12-03 08:45:00,2007-12-03 22:45:00,SELL,FVG-POI,787.8,793.35,753.7,793.35,0.17,-95.54,-1.013,SL,1.14,9071.71
2007-12-04 12:00:00,2007-12-11 19:00:00,BUY,FVG-POI,792.3,784.47,815.0,811.0,0.12,223.56,2.38,time_stop,0.97,9295.27
2007-12-12 09:00:00,2007-12-12 11:15:00,SELL,FVG-POI,803.1,807.39,790.9,807.39,0.22,-95.9,-1.016,SL,1.03,9199.37
2007-12-13 19:00:00,2007-12-14 12:30:00,BUY,FVG-POI,798.8,792.05,828.8,792.05,0.14,-95.53,-1.01,SL,1.23,9103.84
2007-12-17 05:15:00,2007-12-18 14:15:00,SELL,FVG-POI,795.2,801.4,776.8,801.4,0.15,-94.0,-1.011,SL,1.07,9009.84
2008-01-16 16:45:00,2008-01-23 23:15:00,SELL,OB-CHoCH,876.0,899.76,802.2,890.0,0.04,-56.28,-0.592,time_stop,0.82,8953.56
2008-01-30 19:45:00,2008-01-30 20:15:00,SELL,OB-CHoCH,918.9,924.86,901.6,924.86,0.15,-90.41,-1.012,SL,2.18,8863.15
2008-02-04 04:30:00,2008-02-11 09:45:00,SELL,FVG-POI,908.1,924.36,859.6,924.36,0.05,-81.64,-1.004,SL,1.03,8781.52
2008-02-13 02:15:00,2008-02-14 08:45:00,SELL,FVG-POI,904.7,912.12,876.1,912.12,0.12,-89.85,-1.009,SL,1.02,8691.66
2008-02-14 12:15:00,2008-02-15 14:15:00,SELL,FVG-POI,908.6,912.46,897.6,912.46,0.23,-90.41,-1.018,SL,1.11,8601.26
2008-02-18 04:15:00,2008-02-19 07:00:00,SELL,FVG-POI,904.2,909.0,885.6,909.0,0.18,-87.72,-1.015,SL,1.1,8513.53
2008-02-25 15:45:00,2008-02-27 01:15:00,SELL,OB-CHoCH,934.2,950.62,885.6,950.62,0.05,-82.47,-1.004,SL,1.05,8431.06
2008-03-05 08:30:00,2008-03-05 16:30:00,SELL,FVG-POI,963.0,982.2,904.6,982.2,0.04,-77.08,-1.004,SL,1.01,8353.98
2008-03-11 05:00:00,2008-03-11 11:00:00,SELL,OB-CHoCH,971.2,977.21,952.8,977.21,0.14,-85.08,-1.012,SL,1.2,8268.9
2008-03-11 21:00:00,2008-03-13 08:45:00,BUY,OB-CHoCH,972.6,967.52,988.4,988.4,0.16,251.68,3.095,TP,0.94,8520.58
2008-03-18 08:00:00,2008-03-18 19:15:00,BUY,OB-BOS,1002.6,994.61,1025.6,994.61,0.11,-88.65,-1.009,SL,1.2,8431.93
2008-03-24 21:15:00,2008-03-26 11:45:00,BUY,OB-CHoCH,914.9,904.84,947.0,947.0,0.08,256.24,3.183,TP,0.35,8688.17
2008-03-31 12:00:00,2008-04-01 08:00:00,SELL,FVG-POI,935.2,941.1,911.4,911.4,0.15,355.95,4.02,TP,0.9,9044.12
2008-04-07 11:15:00,2008-04-08 15:00:00,BUY,FVG-POI,915.3,908.72,938.0,908.72,0.14,-93.13,-1.011,SL,1.12,8950.99
2008-04-08 21:45:00,2008-04-09 04:45:00,BUY,OB-BOS,915.5,912.63,923.2,912.63,0.31,-91.18,-1.024,SL,1.39,8859.8
2008-04-11 16:30:00,2008-04-15 08:45:00,SELL,OB-CHoCH,921.9,932.14,887.7,932.14,0.09,-92.75,-1.007,SL,1.03,8767.05
2008-04-16 07:30:00,2008-04-16 15:30:00,BUY,OB-CHoCH,927.3,922.16,946.5,946.5,0.17,325.21,3.72,TP,0.14,9092.26
2008-04-18 07:30:00,2008-04-23 15:00:00,SELL,OB-CHoCH,942.7,952.68,902.7,902.7,0.09,359.37,4.0,TP,0.35,9451.63
2008-05-06 06:45:00,2008-05-06 08:15:00,SELL,FVG-POI,872.8,875.36,864.2,875.36,0.37,-97.2,-1.027,SL,1.64,9354.43
2008-05-06 12:30:00,2008-05-06 17:15:00,SELL,OB-BOS,875.5,882.1,855.7,882.1,0.14,-93.38,-1.011,SL,1.02,9261.05
2008-05-06 19:00:00,2008-05-08 17:00:00,SELL,OB-BOS,877.4,882.99,860.6,882.99,0.17,-96.27,-1.013,SL,1.29,9164.78
2008-05-09 07:00:00,2008-05-09 16:00:00,BUY,FVG-POI,882.3,879.38,892.0,879.38,0.31,-92.84,-1.024,SL,2.97,9071.93
2008-05-23 05:45:00,2008-05-27 15:00:00,BUY,FVG-POI,917.6,912.54,934.9,912.54,0.18,-92.42,-1.014,SL,1.3,8979.52
2008-06-10 06:45:00,2008-06-10 09:45:00,BUY,FVG-POI,890.9,883.02,928.9,883.02,0.11,-87.43,-1.009,SL,1.03,8892.08
2008-06-10 11:15:00,2008-06-10 12:30:00,BUY,FVG-POI,886.2,881.65,903.9,881.65,0.2,-92.33,-1.015,SL,1.06,8799.75
2008-06-10 19:30:00,2008-06-12 14:30:00,BUY,OB-CHoCH,870.5,861.43,903.9,861.43,0.1,-91.38,-1.008,SL,1.21,8708.37
2008-06-17 03:15:00,2008-06-17 14:15:00,BUY,FVG-POI,883.7,875.19,908.8,875.19,0.1,-85.81,-1.008,SL,1.05,8622.57
2008-06-17 16:45:00,2008-06-25 01:30:00,BUY,FVG-POI,884.0,874.29,928.9,888.7,0.09,41.67,0.477,time_stop,0.84,8664.24
2008-06-26 07:15:00,2008-06-26 10:30:00,SELL,OB-BOS,886.2,890.55,873.2,890.55,0.2,-88.47,-1.016,SL,1.17,8575.77
2008-07-04 03:45:00,2008-07-04 11:00:00,BUY,FVG-POI,934.3,929.87,952.4,929.87,0.19,-85.54,-1.016,SL,1.13,8490.23
2008-07-04 16:45:00,2008-07-07 02:15:00,BUY,FVG-POI,932.4,929.97,939.3,929.97,0.35,-87.57,-1.029,SL,1.27,8402.65
2008-07-09 04:00:00,2008-07-10 16:00:00,BUY,FVG-POI,918.9,912.52,939.3,939.3,0.13,264.29,3.187,TP,0.41,8666.94
2008-07-16 08:15:00,2008-07-16 16:30:00,BUY,OB-BOS,971.9,968.88,988.0,968.88,0.29,-89.65,-1.023,SL,2.18,8577.29
2008-07-17 05:45:00,2008-07-17 16:15:00,SELL,FVG-POI,962.7,969.42,942.3,969.42,0.13,-88.24,-1.01,SL,1.1,8489.05
2008-07-17 19:30:00,2008-07-23 16:00:00,SELL,OB-CHoCH,966.2,979.35,926.5,926.5,0.06,237.78,3.015,TP,0.72,8726.83
2008-07-25 17:15:00,2008-07-29 16:00:00,BUY,FVG-POI,924.3,916.81,946.6,916.81,0.12,-90.75,-1.009,SL,1.39,8636.07
2008-07-31 12:45:00,2008-07-31 14:30:00,SELL,FVG-POI,909.1,915.06,873.2,915.06,0.14,-84.48,-1.012,SL,1.37,8551.59
2008-08-01 02:15:00,2008-08-05 21:30:00,SELL,OB-BOS,911.7,919.7,873.2,873.2,0.11,422.73,4.806,TP,0.63,8974.32
2008-08-20 14:00:00,2008-08-27 21:30:00,BUY,FVG-POI,816.1,796.18,884.5,827.0,0.05,54.15,0.544,time_stop,0.82,9028.47
2008-08-28 21:30:00,2008-09-01 15:00:00,BUY,OB-CHoCH,833.6,824.16,865.6,824.16,0.1,-95.09,-1.007,SL,1.25,8933.38
2008-09-05 04:15:00,2008-09-09 14:45:00,BUY,FVG-POI,795.4,787.14,819.6,787.14,0.11,-91.68,-1.008,SL,1.38,8841.7
2008-09-15 07:15:00,2008-09-15 21:45:00,SELL,OB-BOS,778.7,785.08,752.3,785.08,0.14,-90.33,-1.011,SL,1.19,8751.37
2008-09-16 09:00:00,2008-09-17 16:15:00,BUY,FVG-POI,777.0,765.4,817.2,817.2,0.08,321.04,3.461,TP,0.4,9072.41
2008-09-19 06:45:00,2008-09-26 14:15:00,BUY,FVG-POI,846.5,801.01,988.0,884.9,0.02,76.66,0.843,time_stop,0.49,9149.07
2008-09-29 04:30:00,2008-09-29 09:45:00,BUY,FVG-POI,874.6,867.91,911.2,867.91,0.14,-94.58,-1.01,SL,1.17,9054.49
2008-09-29 11:00:00,2008-09-29 21:15:00,BUY,OB-CHoCH,876.8,864.16,916.7,916.7,0.07,278.81,3.152,TP,0.22,9333.3
2008-09-30 23:00:00,2008-10-02 14:30:00,BUY,OB-BOS,872.4,859.49,914.4,859.49,0.07,-90.86,-1.005,SL,1.56,9242.44
2008-10-07 03:00:00,2008-10-10 19:30:00,BUY,FVG-POI,865.5,842.38,934.8,842.38,0.04,-92.78,-1.003,SL,1.27,9149.66
2008-10-28 17:30:00,2008-10-31 18:15:00,BUY,OB-CHoCH,741.4,721.34,801.4,721.34,0.05,-100.65,-1.003,SL,1.21,9049.0
2008-11-05 22:30:00,2008-11-06 17:15:00,BUY,FVG-POI,741.8,732.95,767.5,732.95,0.1,-89.16,-1.008,SL,1.44,8959.84
2008-11-10 07:15:00,2008-11-11 11:30:00,BUY,FVG-POI,750.1,740.27,780.0,740.27,0.09,-89.12,-1.007,SL,1.22,8870.72
2008-11-14 01:00:00,2008-11-14 14:30:00,SELL,OB-BOS,732.1,741.36,699.7,741.36,0.1,-93.34,-1.008,SL,2.06,8777.38
2008-11-17 17:00:00,2008-11-21 14:30:00,BUY,FVG-POI,738.5,728.87,767.9,767.9,0.09,263.97,3.045,TP,0.76,9041.35
2008-12-02 20:00:00,2008-12-10 05:00:00,SELL,FVG-POI,778.7,791.89,736.2,778.7,0.07,-0.49,-0.005,time_stop,0.33,9040.86
2008-12-19 10:00:00,2008-12-30 10:30:00,SELL,FVG-POI,844.9,894.3,681.4,868.5,0.02,-47.34,-0.479,time_stop,0.87,8993.52
2008-12-30 13:45:00,2009-01-08 13:15:00,SELL,FVG-POI,865.1,893.98,777.6,841.3,0.03,71.19,0.822,time_stop,0.65,9064.71
2009-01-08 17:45:00,2009-01-16 02:00:00,SELL,FVG-POI,853.3,869.37,801.6,817.1,0.06,216.78,2.249,time_stop,0.91,9281.49
2009-01-16 10:30:00,2009-01-23 11:00:00,BUY,OB-CHoCH,821.6,806.25,868.0,868.0,0.06,277.98,3.019,TP,0.02,9559.47
2009-01-28 17:00:00,2009-01-29 19:00:00,SELL,OB-CHoCH,888.0,904.15,823.2,904.15,0.06,-97.34,-1.004,SL,1.02,9462.13
2009-02-06 05:30:00,2009-02-06 15:00:00,BUY,FVG-POI,911.2,905.8,929.2,905.8,0.18,-98.4,-1.013,SL,1.17,9363.73
2009-02-09 18:00:00,2009-02-10 14:30:00,SELL,OB-CHoCH,891.2,909.22,823.2,909.22,0.05,-90.44,-1.004,SL,1.14,9273.29
2009-02-11 01:15:00,2009-02-11 12:00:00,SELL,FVG-POI,913.3,924.99,874.2,924.99,0.08,-94.05,-1.006,SL,1.13,9179.25
2009-02-24 05:30:00,2009-02-24 15:30:00,BUY,FVG-POI,987.3,981.45,1005.9,981.45,0.16,-94.66,-1.012,SL,1.56,9084.58
2009-02-25 17:30:00,2009-02-26 16:45:00,SELL,FVG-POI,968.4,980.46,932.2,932.2,0.08,289.04,2.997,TP,0.33,9373.62
2009-02-27 17:15:00,2009-03-09 02:00:00,SELL,FVG-POI,946.2,962.74,890.8,938.3,0.06,46.98,0.473,time_stop,0.71,9420.6
2009-03-12 12:00:00,2009-03-12 13:45:00,BUY,FVG-POI,917.0,907.91,944.7,907.91,0.1,-91.63,-1.008,SL,1.06,9328.97
2009-03-12 14:15:00,2009-03-18 13:30:00,BUY,FVG-POI,919.1,905.1,962.6,905.1,0.07,-98.51,-1.005,SL,1.08,9230.46
2009-03-25 21:00:00,2009-03-26 12:45:00,SELL,FVG-POI,932.6,941.25,883.0,941.25,0.11,-95.92,-1.008,SL,1.04,9134.54
2009-03-26 20:30:00,2009-04-03 06:15:00,SELL,OB-BOS,935.8,944.24,883.0,905.5,0.11,332.53,3.581,time_stop,0.02,9467.07
2009-04-09 02:15:00,2009-04-09 14:00:00,BUY,OB-CHoCH,882.4,879.32,893.6,879.32,0.31,-97.61,-1.023,SL,1.59,9369.46
2009-04-13 14:15:00,2009-04-16 15:30:00,BUY,FVG-POI,889.58,884.19,908.6,884.19,0.17,-92.8,-1.013,SL,1.56,9276.66
2009-04-21 01:45:00,2009-04-21 08:15:00,SELL,FVG-POI,882.33,888.7,852.2,888.7,0.15,-96.58,-1.011,SL,1.04,9180.08
2009-04-21 10:00:00,2009-04-21 14:15:00,SELL,OB-CHoCH,887.7,893.03,869.73,893.03,0.17,-91.82,-1.013,SL,1.37,9088.26
2009-04-22 02:30:00,2009-04-23 16:15:00,BUY,FVG-POI,883.9,878.34,899.73,899.73,0.16,252.16,2.835,TP,0.35,9340.42
2009-04-29 01:00:00,2009-04-29 08:15:00,SELL,FVG-POI,890.93,894.76,878.7,894.76,0.24,-93.53,-1.018,SL,1.48,9246.89
2009-04-29 20:15:00,2009-05-04 15:30:00,SELL,FVG-POI,893.67,906.2,852.2,906.2,0.07,-88.19,-1.006,SL,1.07,9158.7
2009-05-04 23:00:00,2009-05-12 07:00:00,BUY,FVG-POI,903.58,893.81,932.6,912.13,0.09,76.32,0.868,time_stop,0.94,9235.02
2009-05-20 11:45:00,2009-05-20 15:30:00,SELL,OB-CHoCH,927.41,933.84,908.36,933.84,0.14,-91.05,-1.011,SL,1.74,9143.97
2009-05-26 22:45:00,2009-05-27 16:45:00,SELL,FVG-POI,951.12,954.94,935.73,954.94,0.24,-93.45,-1.018,SL,1.0,9050.52
2009-05-28 18:00:00,2009-05-29 10:30:00,SELL,OB-BOS,961.14,972.51,927.58,972.51,0.08,-91.49,-1.006,SL,1.03,8959.03
2009-06-04 05:45:00,2009-06-04 15:00:00,SELL,FVG-POI,966.49,973.81,944.94,973.81,0.12,-88.65,-1.01,SL,1.03,8870.39
2009-06-10 15:30:00,2009-06-17 23:00:00,SELL,FVG-POI,957.48,976.4,894.43,938.78,0.05,93.15,0.985,time_stop,0.22,8963.54
2009-06-18 13:15:00,2009-06-18 17:45:00,BUY,FVG-POI,938.95,933.99,952.78,933.99,0.18,-90.49,-1.014,SL,1.39,8873.04
2009-06-18 21:15:00,2009-06-22 11:15:00,BUY,FVG-POI,933.61,927.67,950.82,927.67,0.15,-90.19,-1.012,SL,2.04,8782.85
2009-06-24 14:30:00,2009-07-01 21:15:00,BUY,OB-CHoCH,935.91,921.1,983.61,940.4,0.06,26.52,0.298,time_stop,0.84,8809.37
2009-07-02 09:00:00,2009-07-08 14:15:00,SELL,OB-CHoCH,937.44,943.5,916.12,916.12,0.15,318.75,3.508,TP,0.24,9128.12
2009-07-13 03:45:00,2009-07-13 18:45:00,SELL,OB-BOS,913.03,915.52,906.15,915.52,0.37,-94.63,-1.028,SL,1.63,9033.49
2009-07-14 05:30:00,2009-07-15 14:45:00,BUY,FVG-POI,919.4,914.11,940.74,940.74,0.17,361.59,4.019,TP,0.09,9395.08
2009-07-23 17:30:00,2009-07-24 02:15:00,BUY,FVG-POI,956.56,947.0,989.63,947.0,0.1,-96.31,-1.007,SL,1.01,9298.77
2009-07-24 05:30:00,2009-07-28 15:15:00,BUY,OB-BOS,949.35,944.8,965.02,944.8,0.2,-92.47,-1.015,SL,1.86,9206.3
2009-07-31 12:45:00,2009-08-03 13:45:00,BUY,OB-CHoCH,938.66,931.85,958.68,958.68,0.14,279.3,2.93,TP,0.94,9485.6
2009-08-06 13:00:00,2009-08-06 19:30:00,BUY,FVG-POI,962.73,959.35,983.61,959.35,0.28,-96.55,-1.021,SL,1.01,9389.05
2009-08-07 10:45:00,2009-08-14 17:30:00,SELL,OB-CHoCH,959.63,971.91,922.43,944.63,0.08,119.44,1.216,time_stop,0.45,9508.49
2009-08-14 22:00:00,2009-08-17 03:00:00,BUY,OB-BOS,948.36,943.54,965.12,943.54,0.2,-97.85,-1.015,SL,1.12,9410.64
2009-08-17 05:30:00,2009-08-17 09:30:00,BUY,FVG-POI,944.93,941.34,957.28,941.34,0.26,-95.15,-1.02,SL,1.81,9315.49
2009-08-19 13:15:00,2009-08-19 15:45:00,BUY,OB-CHoCH,935.13,931.82,944.14,944.14,0.28,250.32,2.7,TP,0.78,9565.81
2009-08-20 07:00:00,2009-08-20 14:30:00,BUY,FVG-POI,943.2,937.29,960.36,937.29,0.16,-95.72,-1.012,SL,1.04,9470.09
2009-08-20 17:45:00,2009-08-27 23:45:00,BUY,FVG-POI,942.01,936.08,958.9,947.75,0.16,90.72,0.957,time_stop,0.73,9560.81
2009-08-28 04:45:00,2009-08-28 08:30:00,SELL,OB-BOS,948.19,950.42,941.48,950.42,0.43,-98.81,-1.031,SL,1.17,9462.0
2009-09-10 09:15:00,2009-09-11 06:30:00,SELL,OB-CHoCH,993.36,1001.49,951.27,1001.49,0.12,-98.45,-1.009,SL,1.02,9363.55
2009-09-18 16:00:00,2009-09-25 22:45:00,SELL,OB-CHoCH,1009.42,1024.4,951.27,990.6,0.06,112.5,1.252,time_stop,0.68,9476.05
2009-10-05 11:30:00,2009-10-05 17:45:00,SELL,OB-CHoCH,1004.12,1008.02,986.55,1008.02,0.24,-95.36,-1.018,SL,1.05,9380.69
2009-10-09 06:30:00,2009-10-09 09:00:00,BUY,FVG-POI,1047.72,1044.09,1061.35,1044.09,0.26,-96.2,-1.019,SL,1.12,9284.49
2009-10-09 11:45:00,2009-10-13 10:15:00,BUY,FVG-POI,1047.83,1043.19,1061.35,1061.35,0.2,269.0,2.896,TP,0.9,9553.49
2009-10-15 18:30:00,2009-10-19 22:30:00,SELL,FVG-POI,1054.88,1063.78,1017.32,1063.78,0.11,-98.67,-1.008,SL,1.08,9454.82
2009-10-29 15:30:00,2009-10-29 16:00:00,SELL,OB-BOS,1035.63,1042.0,1017.32,1042.0,0.15,-96.61,-1.011,SL,1.0,9358.22
2009-10-30 03:00:00,2009-10-30 15:30:00,BUY,FVG-POI,1046.51,1039.3,1067.75,1039.3,0.13,-94.68,-1.01,SL,1.07,9263.54
2009-10-30 19:00:00,2009-11-04 01:00:00,BUY,FVG-POI,1041.37,1033.84,1065.55,1065.55,0.12,289.32,3.201,TP,0.15,9552.86
2009-11-10 12:45:00,2009-11-10 14:30:00,SELL,OB-CHoCH,1097.75,1105.01,1052.88,1105.01,0.13,-95.28,-1.01,SL,1.06,9457.58
2009-11-10 17:30:00,2009-11-11 05:00:00,SELL,OB-CHoCH,1100.13,1108.04,1052.88,1108.04,0.12,-95.74,-1.009,SL,1.06,9361.84
2009-11-20 01:00:00,2009-11-20 06:45:00,SELL,OB-CHoCH,1142.74,1145.09,1129.7,1145.09,0.4,-96.79,-1.03,SL,1.0,9265.05
2009-11-30 01:00:00,2009-12-01 08:30:00,SELL,FVG-POI,1172.74,1185.91,1132.7,1185.91,0.07,-92.68,-1.005,SL,1.04,9172.37
2009-12-04 14:30:00,2009-12-11 22:00:00,SELL,OB-CHoCH,1186.68,1219.46,1086.71,1114.14,0.03,217.41,2.211,time_stop,0.31,9389.78
2009-12-17 01:00:00,2009-12-17 07:15:00,BUY,FVG-POI,1139.99,1126.44,1212.24,1126.44,0.07,-95.31,-1.005,SL,1.09,9294.47
2009-12-17 09:00:00,2009-12-17 11:30:00,BUY,OB-CHoCH,1130.75,1120.13,1164.56,1120.13,0.09,-96.21,-1.007,SL,1.08,9198.26
2009-12-24 13:45:00,2009-12-28 01:00:00,SELL,FVG-POI,1100.81,1105.28,1086.03,1105.28,0.21,-95.38,-1.016,SL,1.67,9102.88
2009-12-28 18:45:00,2009-12-30 01:00:00,BUY,OB-CHoCH,1106.37,1096.1,1138.8,1096.1,0.09,-93.04,-1.007,SL,1.34,9009.84
